,text,prediction
3757, Ability to integrate the core PwC values into all activities conducted,Ability | knowledge_skills | integrate the core PwC values into all activities conducted
3758, Knowledge and experience of working within the Deep and Dark Web;,Knowledge | knowledge_skills | working within the Deep and Dark Web && experience | Experience_skills | working within the Deep and Dark Web
3759, Experience using well known analysis tools and can reliably describe the benefits and pitfalls of each when undertaking different types of analysis;,Experience | Experience_skills | using well known analysis tools and can reliably describe the benefits and pitfalls of each when undertaking different types of analysis
3760," Experience of planning and conducting data ingest, archiving and data management at scale;","Experience | Experience_skills | planning and conducting data ingest , archiving and data management at scale"
3761, Familiarity of undertaking development and analysis within a cloud environment;,Familiarity | knowledge_skills | undertaking development and analysis within a cloud environment
3762, Experience of analytical writing standards (e,Experience | Experience_skills | analytical writing standards
3763, Experience of modern Agile software development methodologies and DevOps practices;,Experience | knowledge_areas | modern Agile software development methodologies && Experience | knowledge_areas | DevOps practices && Experience | Experience_areas | modern Agile software development methodologies && Experience | Experience_areas | DevOps practices
3764,Have an understanding of civil procedure rules,understanding | knowledge_skills | civil procedure rules
3765,Experience of delivering in an operation that demands outstanding quality and embraces Continuous Improvement,Experience | Experience_skills | delivering in an operation that demands outstanding quality and embraces Continuous Improvement
3766,Experience of staff management – including coaching/mentoring and following HR policies and guidance when necessary,Experience | Experience_skills | staff management – && Experience | Experience_skills | coaching / mentoring && Experience | Experience_skills | following HR policies
3767,"Our WorkSmart approach gives you the opportunity to flex where and when you work, as long it fits in with your role and needs of our business",
3768,"Experience working on digital delivery projects as a business analyst, agile coach, delivery manager, product owner, user researcher, CX/UX designer and or developer","Experience | Experience_skills | working on digital delivery projects as a business analyst , agile coach , delivery manager , product owner , user researcher , CX / UX designer and or developer"
3769," Experience of working in a project-based environment, liaising with customers throughout the entire solution delivery lifecycle",Experience | Experience_skills | working in a project - based environment
3770,"Experience influencing in complex situations where stakeholders do not always agree about methods, choices and strategic direction",
3771,"An understanding of best in class technology solutions such as Salesforce, Adobe, Amazon Connect or similar",An understanding | knowledge_skills | best in class technology solutions && An understanding | knowledge_skills | Salesforce && An understanding | knowledge_skills | Adobe && An understanding | knowledge_skills | Amazon Connect && An understanding | knowledge_skills | similar
3772,2-5 years of experience as an analyst in a fast-moving business environment,2 - 5 years of experience | Experience_skills | an analyst in a fast - moving business environment
3773,"Experience working with Excel (pivot, v-lookup, charts)","Experience | Experience_skills | working with Excel ( pivot , v - lookup , charts )"
3774,"Experience with BI tools (Looker, Tableau, Yellowfin, Power BI, etc","Experience | Experience_skills | BI tools ( Looker , Tableau , Yellowfin , Power BI , etc"
3775,Experience translating analytics into business recommendations and considerations,Experience | Experience_skills | translating analytics into business recommendations and considerations
3776,Ability to work independently as well as in a team and manage multiple tasks simultaneously,Ability | knowledge_skills | work independently as well as in a team && Ability | knowledge_skills | manage multiple tasks simultaneously
3777,Experience in Financial Services or FinTech companies,Experience | Experience_skills | Financial Services && Experience | Experience_skills | FinTech companies
3778,Experience Working with Remote Teams,Experience | Experience_skills | Working with Remote Teams
3779,Experience With R / Python,Experience | Experience_skills | R / Python
3780,"Organise the availability of appropriate equipment, materials, and facilities for activities relating to the management of cases","Organise | knowledge_skills | the && Organise | knowledge_skills | availability of appropriate equipment , materials , and facilities for activities relating to the management of cases"
3781, Ability to reason conclusions through and justify recommendations with key data points and relevant qualitative considerations,Ability | knowledge_skills | reason conclusions through
3782,"Proficiency with Excel, particularly the ability to evaluate financial models, write and evaluate advanced formulae and produce customised combo charts tailored to the specific context",Proficiency | knowledge_skills | Excel && ability | knowledge_skills | evaluate financial models && ability | knowledge_skills | write and evaluate advanced formulae && ability | knowledge_skills | produce customised combo charts tailored to the specific context
3783,"Ability to navigate facility agreements and other legal documents, including how to find key provisions (e",Ability | knowledge_skills | navigate facility agreements and other legal documents && Ability | knowledge_skills | how to find key provisions
3784,"Working knowledge of Bloomberg, including functions such as CAST, RELS, DES, FA, BRC and CF",Working knowledge | knowledge_skills | Bloomberg && Working knowledge | knowledge_skills | functions && Working knowledge | knowledge_skills | CAST && Working knowledge | knowledge_skills | RELS && Working knowledge | knowledge_skills | DES && Working knowledge | knowledge_skills | FA && Working knowledge | knowledge_skills | BRC && Working knowledge | knowledge_skills | CF
3785," Proven track record in producing high-quality Business Requirements Documents, Business Processes Mapping and documentation skills","Proven track record | Experience_skills | producing high - quality Business Requirements Documents , Business Processes Mapping and documentation skills"
3786, Experience of reviewing Functional Specification Documents produced by peers (Peer Review) to ensure they align with Business Requirements Specification documents,Experience | Experience_skills | reviewing Functional Specification Documents produced by peers ( Peer Review ) to ensure they align with Business Requirements Specification documents
3787, Previous experience with UML and Use Case Scenarios is an advantage,Previous experience | Experience_skills | UML && Previous experience | Experience_skills | Use Case Scenarios
3788, An understanding of technology and IT systems,An understanding | knowledge_skills | technology && An understanding | knowledge_skills | IT systems
3789," Prior experience with Genesys Cloud, Avaya, Cisco, IEX, NICE or other ACD phone system",Prior experience | Experience_skills | Genesys Cloud && Prior experience | Experience_skills | Avaya && Prior experience | Experience_skills | Cisco && Prior experience | Experience_skills | IEX && Prior experience | Experience_skills | NICE && Prior experience | Experience_skills | other ACD phone system
3790," Experience with WFM software (Genesys Cloud, Verint, Aspect, NICE, eWFM, etc","Experience | Experience_skills | WFM software ( Genesys Cloud , Verint , Aspect , NICE , eWFM , etc"
3791, Analytic ability to work with large data sets from multiple sources and database applications to create solutions and optimize WFM,Analytic ability | knowledge_skills | work with large data sets from multiple sources and database applications to create solutions and optimize WFM
3792, Project Management experience dealing with projects of different sizes,Project Management experience | Experience_skills | dealing with projects of different sizes
3793," Demonstrated knowledge of workforce management tools and concepts including forecasting, and scheduling methodologies",Demonstrated knowledge | knowledge_skills | workforce management tools && Demonstrated knowledge | knowledge_skills | forecasting && Demonstrated knowledge | knowledge_areas | concepts && Demonstrated knowledge | knowledge_areas | forecasting && Demonstrated knowledge | knowledge_areas | scheduling methodologies
3794, Ability to work cross functionally and collaborate effectively with business partners,Ability | knowledge_skills | work cross functionally && Ability | knowledge_skills | collaborate effectively with business partners
3795," Demonstrated ability to manage concurrent initiatives and use effective judgment in decision making, prioritization, and time management","Demonstrated ability | knowledge_skills | manage concurrent initiatives && Demonstrated ability | knowledge_skills | use effective judgment in decision making , prioritization , and time management"
3796, Ability to write code that is ready for production (Python and Ruby preferred),Ability | knowledge_skills | write code that is ready for production ( Python and Ruby preferred )
3797, Experience with adjusting data for bias,Experience | Experience_skills | adjusting data for bias
3798," Substantial experience with databases, querying data, and data structure manipulation",Substantial experience | Experience_skills | databases && Substantial experience | Experience_skills | querying data && Substantial experience | Experience_skills | data structure manipulation
3799, Ability to communicate effectively with technical developers and non-technical marketing business partners,Ability | knowledge_skills | communicate effectively with technical developers and non - technical marketing business partners
3800, Ability to produce rough timelines for deliveries plus solid understanding of steps necessary to complete a project,Ability | knowledge_skills | produce rough timelines for deliveries && solid understanding | knowledge_skills | steps necessary to complete a project
3801, Ability to come up with a rough project structure from scratch,Ability | knowledge_skills | come up with a rough project structure from scratch
3802," Ability to critically analyse given data, ask probing questions, and perform own research",Ability | knowledge_skills | critically analyse given data && Ability | knowledge_skills | ask probing questions && Ability | knowledge_skills | perform own research
3803, Substantial knowledge of statistical modeling techniques,Substantial knowledge | knowledge_skills | statistical modeling techniques
3804,Understanding of GDPR and other compliance that impacts research,Understanding | knowledge_skills | GDPR && Understanding | knowledge_skills | other compliance that impacts research
3805,"Phonics experience in any of the following programmes; Read, Write, Inc",Phonics experience | Experience_skills | Read && Phonics experience | Experience_skills | Write
3806,SATs experience in Year 2 and Year 6 (not essential),SATs experience | Experience_skills | Year 2 && SATs experience | Experience_skills | Year 6 ( not essential )
3807, Understanding of GDPR and other compliance that impacts research,Understanding | knowledge_skills | GDPR && Understanding | knowledge_skills | other compliance that impacts research
3808,Previous experience of having worked in an OSU environment,Previous experience | Experience_skills | having worked in an OSU environment
3809,"A passion for communicating ideas and information in a variety of formats, centred on the written word","A passion | knowledge_skills | communicating ideas and information in a variety of formats , centred on the written word"
3810, Experience designing content for products and/or services,Experience | Experience_skills | designing content for products and / or services
3811," Knowledge of some of the core content design skills such as journey mapping, content analysis, content research, and accessible language",Knowledge | knowledge_skills | some of && Knowledge | knowledge_skills | journey mapping && Knowledge | knowledge_skills | content analysis && Knowledge | knowledge_skills | content research && Knowledge | knowledge_skills | accessible language
3812, The ability to critically evaluate content in a variety of qualitative and quantitative ways,The ability | knowledge_skills | critically evaluate content in a variety of qualitative and quantitative ways
3813," The ability to work in dynamic conditions, and move quickly between collaborative and individual work",The ability | knowledge_skills | work in dynamic conditions && The ability | knowledge_skills | move quickly between collaborative and individual work
3814,Ability to keep calm and professional in a fast paced environment,Ability | knowledge_skills | keep calm and professional in a fast paced environment
3815,Previous experience in a healthcare setting preferred but not essential,Previous experience | Experience_skills | a healthcare setting
3816,"Developing knowledge of Immigration rules, laws and systems",Developing knowledge | knowledge_skills | Immigration rules && Developing knowledge | knowledge_skills | laws and && Developing knowledge | knowledge_skills | systems
3817,"Participating in our knowledge management culture including assisting, preparing news, training, thought leadership pieces, and client project work as required","Participating | knowledge_skills | our knowledge management culture && Participating | knowledge_skills | assisting , preparing news , training , thought leadership pieces , and"
3818,Show a deep understanding of the true benefit of our work – helping people on their life journeys;,deep understanding | knowledge_skills | the true benefit of our work – && deep understanding | knowledge_skills | helping people on their life journeys
3819, Experience in delivering legal services to clients;,Experience | Experience_skills | delivering legal services to clients
3820,"Experience or knowledge of utilising technology to enhance customer experience, drive data analytics and enhance efficiencies",knowledge | knowledge_skills | utilising technology to enhance customer experience && knowledge | knowledge_skills | drive data analytics && knowledge | knowledge_skills | enhance efficiencies && Experience | Experience_skills | utilising technology && Experience | Experience_skills | drive data analytics
3821,Experience or knowledge in project coordination and/ or management,knowledge | knowledge_skills | project coordination && knowledge | knowledge_skills | management && Experience | Experience_skills | project coordination && Experience | Experience_skills | management
3822,"1+ years of experience in a similar role (financial modelling, forecasting or planning) in a related industry (FMCG, Grocery or Logistics is a plus)","1 + years of experience | Experience_skills | a similar role ( financial modelling , forecasting or planning ) in a related industry ( FMCG , Grocery or Logistics is a plus ) && 1 + years of experience | Experience_areas | a related industry ( FMCG , Grocery or Logistics is a plus )"
3823,"Proficient in Excel (SQL a plus), familiarity with using BI software (Tableau, Looker or similar)","Proficient | knowledge_skills | Excel ( SQL a plus ) && familiarity | knowledge_skills | using BI software ( Tableau , Looker or similar )"
3824,Experience working outside of the UK a plus but not required,Experience | Experience_skills | working outside of the UK a plus but not required
3825,Ability to speak a European language a plus but not required,Ability | knowledge_skills | speak a European language a plus but not required
3826,Proven experience of exemplary customer service,Proven experience | Experience_skills | exemplary customer service
3827,Detail focussed and experience of working in a fast-paced office environment,experience | Experience_skills | working in a fast - paced office environment
3828,"Ability to work effectively and collaboratively as a member of a team, as well as being able to work independently",Ability | knowledge_skills | work effectively and collaboratively as a member of a team && Ability | knowledge_skills | work independently && being able | knowledge_skills | work independently
3829,Experience of prioritising a substantial and diverse workload within strict deadlines desirable,Experience | Experience_skills | prioritising a substantial and diverse workload within strict deadlines desirable
3830,Experience of working with document management / case management systems beneficial,Experience | Experience_skills | working with document management / case management systems beneficial
3831, Optics knowledge not necessary),
3832,Experience of working effectively with young people in an educational setting,Experience | Experience_skills | working effectively with young people in an educational setting
3833,"Experience of liaison, advocacy and collaborative working",Experience | Experience_skills | liaison && Experience | Experience_skills | advocacy and && Experience | Experience_skills | collaborative working
3834,Experience in working with learners on a 1-2-1 basis and in groups,Experience | Experience_skills | working with learners on a 1 - 2 - 1 basis and in groups
3835,Experience of coaching and motivating learners of different ages and abilities,Experience | Experience_skills | coaching and motivating learners of different ages and abilities
3836, Experience of compliance in the pharmaceutical industry or any other sector is not a requirement for this role,Experience | Experience_skills | compliance in the pharmaceutical industry && Experience | Experience_skills | any other sector
3837, The ability to move and work on a variety of different product offerings,The ability | knowledge_skills | move and work on a variety of different product offerings
3838, Have the ability to remain calm and professional in difficult and challenging situations,ability | knowledge_skills | remain calm and professional in difficult and challenging situations
3839, Reliability,
3840, A good IT knowledge is also key,
3841,"Have a passion and understanding of Finance, Finance Systems and Analysis",understanding | knowledge_skills | Finance && understanding | knowledge_skills | Finance Systems && understanding | knowledge_skills | Analysis
3842,"Be knowledgeable of Anaplan, and experience with TM1 is also desirable",Be knowledgeable | knowledge_skills | Anaplan && experience | Experience_skills | TM1
3843,Have an ability to simplify complex ideas to key stakeholders,
3844,"Knowledge and experience in hospitality or sales is preferred, but not essential as regular training is provided",experience | Experience_skills | hospitality && experience | Experience_skills | sales
3845, Forklift experience is desirable but not essential,
3846,"Understanding our resident’s communication needs and adapting your communication to each individual, e",Understanding | knowledge_skills | adapting your communication to each individual
3847,Passionate about offering superior services and want to make a difference,Passionate | knowledge_skills | offering superior services
3848,The ability to work as part of a team,The ability | knowledge_skills | work as part of a team
3849, Ability to understand stakeholder functional requirements and accurately estimate timescales for completion of testing activities,Ability | knowledge_skills | understand stakeholder functional requirements && Ability | knowledge_skills | accurately estimate timescales for completion of testing activities
3850, Educated to degree standard preferred but not essential,Educated | knowledge_skills | degree standard
3851,Ability to use own initiative and propose ideas to the team,Ability | knowledge_skills | use own initiative && Ability | knowledge_skills | propose ideas to the team
3852, Experience within a customer service environment preferred,Experience | Experience_skills | a customer service environment
3853, A good working knowledge of Excel is important,A good working knowledge | knowledge_skills | Excel
3854,Experience of reporting at Board level,Experience | Experience_skills | reporting at Board level
3855,Some experience of working in a fast-paced environment,Some experience | Experience_skills | working in a fast - paced environment
3856, The ability to react positively to changing priorities,The ability | knowledge_skills | react positively to changing priorities
3857, Experience in providing excellent customer service,Experience | Experience_skills | providing excellent customer service
3858, Strong Experience of working as a lead Business Analyst or delivery lead for Credit risk or Market Risk or Capital Management or BASEL II/III Regulatory changes,Strong Experience | Experience_skills | working as a lead Business Analyst or delivery lead for Credit risk or Market Risk or Capital Management or BASEL II / III Regulatory changes
3859,"Exposure and knowledge of working in BCBS regulations like BCBS 239, 279, 283, 374d etc","knowledge | knowledge_skills | working in BCBS regulations like BCBS 239 , 279 , 283 , 374d etc && Exposure | Experience_skills | working in BCBS regulations like BCBS 239 , 279 , 283 , 374d etc"
3860,Knowledge of RWA and EAD regulatory calculation and reporting requirements,Knowledge | knowledge_skills | RWA && Knowledge | knowledge_skills | EAD regulatory calculation and reporting requirements
3861,Knowledge and experience in implementation of changes to the Axiom reporting application,Knowledge | knowledge_skills | implementation of changes to the Axiom reporting application && experience | Experience_skills | implementation of changes to the Axiom reporting application
3862,Ability to define business requirements for technology improvements relating to capital reporting,Ability | knowledge_skills | define business requirements for technology improvements relating to capital reporting
3863,Experience of group facilitation to drive challenging change initiatives,Experience | Experience_skills | group facilitation to && Experience | Experience_skills | drive challenging change initiatives
3864,Knowledge and practical implementation of structured techniques to support business process improvement,Knowledge | knowledge_skills | practical implementation of structured techniques to support business process improvement
3865,Experience of end to end transformation from inception through transition,Experience | Experience_skills | end to end transformation from inception through transition
3866,Experience of working with onshore/offshore model,Experience | Experience_skills | working with onshore / offshore model
3867,Experience of working closely with IT and Support Teams,Experience | Experience_skills | working closely with IT and Support Teams
3868,"Proven ability to communicate with all levels of management in a clear, concise manner","Proven ability | knowledge_skills | communicate with all levels of management in a clear , concise manner"
3869,"Proven experience in data applications/platform development or data related work fields in consulting, or business intelligence","Proven experience | Experience_skills | data applications / platform development && Proven experience | Experience_skills | data related work fields in consulting , or business intelligence"
3870, Ability to recognise threats and quickly step in to de-escalate or mitigate those threats,Ability | knowledge_skills | recognise threats && Ability | knowledge_skills | quickly step in to de - escalate or mitigate those threats
3871, Ability to remove uncooperative individuals safely,Ability | knowledge_skills | remove uncooperative individuals safely
3872,Empathetic approach to colleagues (including possible dependents) that may have gone through a traumatic experience,Empathetic approach | knowledge_skills | colleagues ( including possible dependents ) that may have gone through a traumatic experience
3873,"Have experience in dealing with multiple issues at once, prioritising and resolving problems",Have experience | Experience_skills | dealing with multiple issues at once && Have experience | Experience_skills | prioritising and resolving problems
3874,"Have experience in critical asset, crisis, and incident management",Have experience | Experience_skills | critical asset && Have experience | Experience_skills | crisis && Have experience | Experience_skills | incident management
3875,"Ability to use electronic security systems, principally; electronic access control, CCTV, vehicle tracking, dash cams, body worn CCTV and lone worker protection devices","Ability | knowledge_skills | use electronic security systems , principally ; electronic access control , CCTV , vehicle tracking , dash cams ,"
3876,Experience preferable in a previous higher risk or media role,Experience | Experience_skills | a previous higher risk && Experience | Experience_skills | media role
3877,Understanding of business and commercial contracts,Understanding | knowledge_skills | business && Understanding | knowledge_skills | commercial contracts
3878, That means product knowledge is very important too,That | knowledge_skills | product knowledge
3879," Experience with SEMH, EBD, Severe Challenging Behaviour and ASD desirable but not essential",Experience | Experience_skills | SEMH && Experience | Experience_skills | EBD && Experience | Experience_skills | Severe Challenging Behaviour && Experience | Experience_skills | ASD
3880, Ability to engage and support pupils,Ability | knowledge_skills | engage and support pupils
3881, Experience of supporting children or young adults with learning difficulties or disabilities is desirable but not essential,Experience | Experience_skills | supporting children or young adults with learning difficulties or disabilities is desirable but not essential
3882," Knowledge of either SEMH, EBD or ASD",Knowledge | knowledge_skills | either && Knowledge | knowledge_skills | SEMH && Knowledge | knowledge_skills | EBD && Knowledge | knowledge_skills | ASD
3883," Excellent understanding of the digital marketing ecosystem and key players (DSPs, AD Exchanges, Networks, SSPs, DMP, CDP)","Excellent understanding | knowledge_skills | the digital marketing ecosystem && Excellent understanding | knowledge_skills | key players ( DSPs , AD Exchanges , Networks , SSPs , DMP , CDP )"
3884," Experience working across Programmatic, Paid Search and Paid Social","Experience | Experience_skills | working across Programmatic , Paid Search and Paid Social"
3885, Some experience with navigating large global client organizations,Some experience | Experience_skills | navigating large global client organizations
3886, Have the ability to integrate and co-operate with different business functions,ability | knowledge_skills | integrate and co - operate with different business functions
3887, Ability to build strong relationships with clients and other agencies,Ability | knowledge_skills | build strong relationships with clients and other agencies
3888, Fundamental knowledge of ad targeting methodologies,Fundamental knowledge | knowledge_areas | ad targeting methodologies
3889, Experience with statistics and related analysis methodologies is a plus,Experience | Experience_skills | statistics && Experience | Experience_areas | statistics && Experience | Experience_areas | related analysis methodologies
3890," Ability to investigate, analyze and solve problems, and communicate results","Ability | knowledge_skills | investigate , analyze and solve problems && Ability | knowledge_skills | communicate results"
3891, Ability to work collaboratively as part of a cross-functional team,Ability | knowledge_skills | to work collaboratively as part of a cross - functional team
3892, Knowledge of the Children & Families Act 2014 and the SEND Code of Practice 2015 0 – 25 is essential,Knowledge | knowledge_skills | the Children & Families Act 2014 && Knowledge | knowledge_skills | the SEND Code of Practice 2015 0 – 25 && Knowledge | knowledge_areas | the
3893," With the ability to get the best out of people, you’ll oversee stock replenishment and all shop floor activity and have a real passion for retail",ability | knowledge_skills | get the best out of people && a | knowledge_skills | get the best out of people && a | knowledge_skills | oversee stock replenishment && a | knowledge_skills | all shop floor activity && a | knowledge_skills | retail && real passion | knowledge_skills | get the best out of people && real passion | knowledge_skills | all shop floor activity && real passion | knowledge_skills | retail
3894,Master Data Management,Master | Experience_skills | Data Management
3895,Experience of working as a data analyst with ability to translate business requirements into functional and technical data designs,Experience | Experience_skills | working as a data analyst with ability to translate business requirements into functional and technical data designs
3896,Ability to demonstrate stakeholder management skills and collaborate effectively within multidisciplinary teams,Ability | knowledge_skills | demonstrate stakeholder management skills && Ability | knowledge_skills | collaborate effectively within multidisciplinary teams
3897,Experience in Agile and/or DevOps for software development & IT operations and knowledge of SDLC,knowledge | knowledge_skills | SDLC && Experience | Experience_skills | Agile && Experience | Experience_skills | DevOps for software development
3898,"Experience in ETL tools such as Informatica, SSIS, Talend or Pentaho",Experience | Experience_skills | ETL tools && Experience | Experience_skills | Informatica && Experience | Experience_skills | SSIS && Experience | Experience_skills | Talend && Experience | Experience_skills | Pentaho
3899,"Knowledge of data governance and data management tools such as Informatica MDM, Informatica AXON, Informatica EDC, and Collibra",Knowledge | knowledge_skills | data governance and && Knowledge | knowledge_skills | data management tools && Knowledge | knowledge_skills | Informatica MDM && Knowledge | knowledge_skills | Informatica AXON && Knowledge | knowledge_skills | Informatica EDC && Knowledge | knowledge_skills | Collibra
3900,"Knowledge of one or more databases such as MySQL, SQL Server, Oracle, Snowflake, PostgreSQL and NoSQL databases",Knowledge | Experience_skills | one or more databases && Knowledge | Experience_skills | MySQL && Knowledge | Experience_skills | SQL Server && Knowledge | Experience_skills | Oracle && Knowledge | Experience_skills | Snowflake && Knowledge | Experience_skills | PostgreSQL && Knowledge | Experience_skills | NoSQL databases
3901,Familiarity with programming languages such as Spark or Python,Familiarity | knowledge_skills | programming languages && Familiarity | knowledge_skills | Spark && Familiarity | knowledge_skills | Python
3902,"Familiarity with popular cloud platforms such as Amazon Web Services, Microsoft Azure or Google Cloud and distributed processing technologies such as Hadoop",Familiarity | knowledge_skills | popular cloud platforms && Familiarity | knowledge_skills | Amazon Web Services && Familiarity | knowledge_skills | Microsoft Azure && Familiarity | knowledge_skills | Google Cloud && Familiarity | knowledge_skills | distributed processing technologies && Familiarity | knowledge_skills | Hadoop
3903,Must have strong knowledge of regulatory change such as EMIR or MIFID,strong knowledge | knowledge_skills | regulatory change && strong knowledge | knowledge_skills | EMIR && strong knowledge | knowledge_skills | MIFID
3904,Educated to degree level,
3905,Experience of participating in regulatory driven and/or systems project teams,Experience | Experience_skills | participating in regulatory driven and / or systems project teams
3906,"Working knowledge of EMEA regulatory requirements, the banking products it impacts and prior experience of providing Financial Services regulatory analysis and business requirements documentation",Working knowledge | knowledge_skills | EMEA regulatory requirements && Working knowledge | knowledge_skills | the banking products it impacts && prior | Experience_skills | the banking products it impacts && prior | Experience_skills | providing Financial Services regulatory analysis and business requirements documentation && experience | Experience_skills | providing Financial Services regulatory analysis and business requirements documentation
3907,"Knowledge of EMIR, &/or MIFIR regulations considered highly advantageous",Knowledge | knowledge_skills | EMIR && Knowledge | knowledge_skills | MIFIR regulations
3908,Proven ability to analyse current and future regulatory requirements and translate them into practical implications for specific processes and systems,Proven ability | knowledge_skills | analyse current and future regulatory requirements && Proven ability | knowledge_skills | translate them into practical implications for specific processes and systems
3909,Previous experience in assisting a Regulatory liaison team to manage regulator expectations for remediation of transaction reporting errors & back reporting,Previous experience | Experience_skills | assisting a Regulatory liaison team to manage regulator expectations for remediation of transaction reporting errors & back reporting
3910, Ability to learn new tasks with minimal supervision,Ability | knowledge_skills | learn new tasks with minimal supervision
3911, Ability to plan tasks and keep to timescales,Ability | knowledge_skills | plan tasks && Ability | knowledge_skills | keep to timescales
3912, Ability to identify system/process improvements,Ability | knowledge_skills | identify system / process improvements
3913,Knowledge of Personal Injury law,Knowledge | knowledge_skills | Personal Injury law
3914,"Knowledge of Pre-Action Protocols, CPR and funding",Knowledge | knowledge_skills | Pre - Action Protocols && Knowledge | knowledge_skills | CPR
3915,"Ability to work quickly, accurately and to deadlines","Ability | knowledge_skills | work quickly , accurately and to deadlines"
3916, Previous pensions experience is essential,
3917, The ability to develop positive and productive working relationships,The ability | knowledge_skills | develop positive and productive working relationships
3918," Previous NHS experience is not required, but customer-facing experience is desired",
3919," Working knowledge of public safety, security operations, and procedures",Working knowledge | knowledge_skills | public safety && Working knowledge | knowledge_skills | security operations && Working knowledge | knowledge_skills | procedures
3920, Ability to exercise good judgment,Ability | knowledge_skills | exercise good judgment
3921, Demonstrate the ability to confidently de-escalate and resolve difficult conflict situations,
3922,Experience from a smaller bank preferred,Experience | Experience_skills | a smaller bank
3923,Knowledge of PRA regulations,Knowledge | knowledge_skills | PRA regulations
3924, Ability to engage,Ability | knowledge_skills | engage
3925, Ability to work under pressure and to deadlines,Ability | knowledge_skills | work under pressure
3926, Ability to communicate at all levels,Ability | knowledge_skills | communicate at all levels
3927," Understanding about the importance of our product, the customer experience to peoples everyday lives and the need to support them where appropriate",Understanding | knowledge_skills | the importance of our product && Understanding | knowledge_skills | the customer experience to peoples everyday lives && Understanding | knowledge_skills | the need to
3928,"Provide outstanding customer experience by demonstrating a friendly and professional approach, with the goal of achieving a highly satisfactory outcome","Pro | knowledge_skills | demonstrating && Provide outstanding customer experience | Experience_skills | demonstrating a friendly and professional approach , with the goal of achieving a highly satisfactory outcome"
3929, Exceptional customer experience during every interaction,Exceptional customer experience | knowledge_skills | every interaction
3930, The ability to work well on a team as well as independently,The ability | knowledge_skills | work well on a team as well as independently
3931, Previous experience in a similar customer support environment,Previous experience | Experience_skills | a similar customer support environment
3932,Have experience working with young people with mental health issues,Have experience | Experience_skills | working with young people with mental health issues
3933,Experience of working as part of an MDT,Experience | Experience_skills | working as part of an MDT
3934,Experience of delivering support/interventions to neurodiverse children and/or adults,Experience | Experience_skills | delivering support / interventions to neurodiverse children and / or adults
3935,Ability to undertake risk assessments and develop risk plans,Ability | knowledge_skills | undertake risk assessments && Ability | knowledge_skills | develop risk plans
3936,A desire to become part of a collaborative environment and share knowledge and learning for the benefit of all,A desire | knowledge_skills | become part of a collaborative environment && A desire | knowledge_skills | share knowledge and learning for the benefit of all
3937,Five years of experience developing and delivering successful global programs in a mission-driven organisation,Five years of experience | Experience_skills | developing and delivering successful global programs in a mission - driven organisation
3938,"Experience working with senior decisionmakers in state or regional governments on environmental issues, and an excellent understanding of their in the climate crisis",excellent understanding | knowledge_skills | their && Experience | Experience_skills | working with senior decisionmakers in state or regional governments on environmental issues
3939,Experience supporting successful fundraising bids in your area of expertise,Experience | Experience_skills | supporting successful fundraising bids in your area of expertise
3940,"Developing a sustainability strategy from scratch, from setting vision statements to performing materiality reviews;",
3941,"Understanding of clients’ sustainability impacts and carbon footprints, to advise on developing and delivering on ambitious carbon reduction and broader sustainability targets;",Understanding | knowledge_skills | carbon foot && Understanding | knowledge_skills | advise on developing and delivering on ambitious carbon reduction and broader sustainability targets
3942,Fluency (C1) in English is mandatory;,Flue | knowledge_skills | English
3943,"Experience in initiatives such as CDP, GRESB, ESOS, Science-Based Targets, Net Positive approaches are desirable;",Experience | Experience_skills | initiatives && Experience | Experience_skills | CDP && Experience | Experience_skills | GRESB && Experience | Experience_skills | ESOS && Experience | Experience_skills | Science - Based Targets && Experience | Experience_skills | Net Positive approaches
3944,Proven project management experience and excellent communication skills;,Proven project management experience | Experience_skills | excellent communication skills
3945,"Knowledge of BREEAM, DGNB and/or LEED;",Knowledge | knowledge_skills | BREEAM && Knowledge | knowledge_skills | DGNB && Knowledge | knowledge_skills | LEED
3946,The ability to manage multiple ongoing assignments simultaneously;,The ability | knowledge_skills | manage multiple ongoing assignments simultaneously
3947,Ability to work as part of a team and on own initiative;,Ability | knowledge_skills | work as part of a team and on own initiative
3948,"Ability to produce structured, concise and meaningful reports, summarising results and justifying conclusions, containing very technical information; and","Ability | knowledge_skills | produce structured , concise and meaningful reports , summarising results and justifying conclusions , containing very technical information"
3949,3 years or more experience in a data protection role,3 years or more experience | Experience_skills | a data protection role
3950,"Excellent understanding and interpretation of data protection issues and other regulation legislation (including GDPR, DPA 2018, BS10008, ISO27001) and an ability to articulate their practical implications","Excellent understanding and | knowledge_skills | data protection issues && Excellent understanding and | knowledge_skills | other regulation legislation ( including GDPR , DPA 2018 , BS10008 , ISO27001 ) && an ability | knowledge_skills | other regulation legislation ( including GDPR , DPA 2018 , BS10008 , ISO27001 )"
3951,Ability to make good judgements regarding data protection and privacy risks,Ability | knowledge_skills | make good judgements regarding data protection and privacy risks
3952,Ability to create and embed compliance training strategies into businesses,Ability | knowledge_skills | create and embed compliance training strategies into businesses
3953,Developing an understanding of your clients immediate and long term recruitment needs,an understanding | knowledge_skills | your clients immediate and long term recruitment needs
3954,Degree educated or equivalent (environment/sustainability-related desirable),
3955,"Experience working in environmental management, sustainability, or a related field, including at least 2 years in a management position","Experience | Experience_skills | working in environmental management , sustainability , or a related field , including at least 2 years"
